id,title,composer,style,key,transpose,groove,bpm,repeats
93b28add-af01-40c5-a79e-18b28263c5b1,#15 II-V Minor Descending W Steps (off 7th),Exercise - Phil DeGreg Jazz Keybd Harmony,Medium Swing,C,0,Jazz-Medium Swing,116,3
51dfdbd3-374b-45f6-b3df-c822b0e97adf,#16 II-V Minor Descending W Steps (off 3rd),Exercise - Phil DeGreg Jazz Keybd Harmony,Medium Swing,C,0,Jazz-Medium Swing,88,3
6e33d7c2-7672-4e95-b372-705394c1f6a7,#17 Minor II-V-I Around Key Circle,Exercise - Phil DeGreg Jazz Keybd Harmony,Medium Swing,C,0,Jazz-Medium Swing,120,3
aba3714f-4e00-480f-8e4a-728eac4a7b60,#18 Minor II-V-I Descending H Steps (off 7th),Exercise - Phil DeGreg Jazz Keybd Harmony,Medium Swing,C,0,Jazz-Medium Swing,120,3
0eae570e-3cf7-4148-90c0-45cbf148da04,#20 Minor II-V Descending H Steps (off 7th),Exercise - Phil DeGreg Jazz Keybd Harmony,Medium Swing,C,0,Jazz-Medium Swing,112,3
6cc3a089-94ac-4e12-bc83-42218ec69130,#21 Minor II-V Descending H Steps (off  3rd),Exercise - Phil DeGreg Jazz Keybd Harmony,Medium Swing,C,0,Jazz-Medium Swing,112,3
7e5088dd-053e-44c5-8b22-45cab8f98893,#22 Minor II-V-I Ascending Minor 3rds (off 7th),Exercise - Phil DeGreg Jazz Keybd Harmony,Medium Swing,C,0,Jazz-Medium Swing,112,3
1203eee8-a8b3-4cf0-9bb3-d1ae0e9ea56c,#23 Minor II-V-I Ascending Minor 3rds (3rd),Exercise - Phil DeGreg Jazz Keybd Harmony,Medium Swing,C,0,Jazz-Medium Swing,112,3
5f6aca52-0cf4-4752-9cb5-32931d776fdc,#24 Minor II-V-I Random Keys,Exercise - Phil DeGreg Jazz Keybd Harmony,Medium Swing,C,0,Jazz-Medium Swing,100,3
6bbe1c4f-114b-46aa-933b-875218f3abe9,Shews Blues,Exercise - Phil DeGreg,Medium Up Swing,F,0,Jazz-Medium Up Swing,160,6
885be48b-bf60-43e3-8449-ff8630dca1b3,Blues For The Birds,Exercise-Phil DeGreg,Medium Up Swing,F,0,Jazz-Medium Swing,108,3
29ac7fbe-870a-4cce-ae1e-c689be588a60,Rhythm,Exercise-Phil DeGreg,Medium Swing,Bb,0,Jazz-Medium Swing,100,3
69c39f9c-df74-4b15-8c9e-48ef20d81014,A Minor Thing,Exercise-Phil DeGreg,Medium Swing,C-,0,Jazz-Medium Swing,100,3
b6717c0b-25aa-4d11-88d7-6d7201179adb,"#100 [F# (Gb) major, Pop-Rock]",MasterTheGuitar.net,Rock,Gb,0,Pop-Rock,65,16
6f399213-f7dc-405e-b305-38cc4749113d,"#101 (E major, Pop-Rock)",MasterTheGuitar.net,Rock,E,0,Pop-Rock,65,16
bb65743c-3ef9-47be-a896-c43e1c49ab95,"#102 (A major, Pop-Rock)",MasterTheGuitar.net,Rock,A,0,Pop-Rock,70,16
3efbfbbb-d8a0-463d-acd3-9f8fb71abe64,"#103 (E major, Pop-Rock)",MasterTheGuitar.net,Rock,E,0,Pop-Rock,50,16
0b60c416-1c37-4773-85e3-8ff60c412ad7,"#104 (E major, Pop-Rock)",MasterTheGuitar.net,Rock,E,0,Pop-Rock,95,16
c9d791ff-6b09-4fca-b88f-d1e0feda6ea0,"#34 (A major, Pop-Rock)",MasterTheGuitar.net,Rock,A,0,Pop-Rock,70,16
367a4620-698a-49fb-9b43-2704bce40485,"#35 (C major, Pop-Rock)",MasterTheGuitar.net,Rock,C,0,Pop-Rock,65,16
f19aaaf9-71a2-43bc-976b-5dd92f9c4813,"#36 (C major, Pop-Rock)",MasterTheGuitar.net,Rock,C,0,Pop-Rock,75,16
116df8df-b33b-49ae-8f2c-e496957868b0,"#37 (E major, Pop-Rock)",MasterTheGuitar.net,Rock,E,0,,70,16
9eec1b4a-f0af-4f3c-9445-09eb97c7ad9d,"#38 (A major, Pop-Rock)",MasterTheGuitar.net,Rock,A,0,,70,16
e149c26e-f855-4479-92b5-4dd9aaf58d0a,"#39 (D major, Pop-Rock)",MasterTheGuitar.net,Rock,D,0,,70,16
fc9fbaa2-36b1-4213-8c5a-0da2d0f50923,"#40 (E major, Pop-Rock)",MasterTheGuitar.net,Rock,E,0,,70,16
7cb0c1a4-10d2-4304-a504-c578078213f4,"#41 (A major, Pop-Rock)",MasterTheGuitar.net,Rock,A,0,,55,16
515ee16a-b33b-4d7a-a784-cb50b3f93871,"#42 (D major, Pop-Rock)",MasterTheGuitar.net,Rock,D,0,,55,16
16e67da3-c9b8-47b1-bed5-b890a93db3f9,"#43 (E major, Pop-Rock)",MasterTheGuitar.net,Rock,E,0,,55,16
cb375b79-acf1-4ddb-bdc8-742ed37457c9,"#47 (A major, Pop-Rock)",MasterTheGuitar.net,Rock,A,0,Pop-Rock,55,16
640e9606-ff71-4887-be6d-62dbdd77e004,"#48 (A major, Pop-Rock)",MasterTheGuitar.net,Rock,A,0,Pop-Rock,55,16
a3b733b6-b7ea-4b26-a3cf-8354962d9e98,"#50 (E major, Pop-Rock)",MasterTheGuitar.net,Rock,E,0,Pop-Rock,50,16
9ba441c1-9216-45a8-bcf2-ebb72d304081,"#52 (D major, Pop-Rock)",MasterTheGuitar.net,Rock,D,0,Pop-Rock,100,16
9049f24c-9453-4906-aaf8-51e965b12ff7,"#54 (G major, Pop-Rock)",MasterTheGuitar.net,Rock,G,0,Pop-Rock,85,16
dc8acead-d8a9-428d-8dbb-d4e84c13bd12,"#59 (C major, Pop-Rock)",MasterTheGuitar.net,Rock,C,0,Pop-Rock,60,16
8dba4f85-c234-4bec-a5e9-2fe8e720821f,"#63 (E major, Pop-Rock)",MasterTheGuitar.net,Rock,E,0,Pop-Rock,80,16
3e625d0f-d1a7-4a05-b022-d290497fb97c,"#65 (F major, Pop-Rock)",MasterTheGuitar.net,Rock,F,0,Pop-Rock,80,16
b09e2885-1c8b-4f54-9c3f-5855f376d9b0,"#67 [F# (Gb) major, Pop-Rock]",MasterTheGuitar.net,Rock,Gb,0,Pop-Rock,65,16
495403d9-f851-43b0-b798-669cd5a7d1f9,"#68 (G major, Pop-Rock)",MasterTheGuitar.net,Rock,G,0,Pop-Rock,65,16
840a6b92-4458-45f9-8f12-096e8ec8bffd,"#69 (A major, Pop-Rock)",MasterTheGuitar.net,Rock,A,0,Pop-Rock,70,16
41466160-f71c-4b6e-8401-9f274b8309fe,"#70 (B major, Pop-Rock)",MasterTheGuitar.net,Rock,B,0,Pop-Rock,70,16
bbf60623-79fe-48ca-b34b-4e9318365a45,"#72 (A minor, Pop-Rock)",MasterTheGuitar.net,Rock,A-,0,Pop-Rock,100,7
3f49808b-ec8e-478f-be26-c6c1d47e4fe2,"#78 (E minor, Pop-Rock)",MasterTheGuitar.net,Rock,E-,0,Pop-Rock,75,7
639c066a-5d12-4822-b83b-3ae7ed0487e4,"#80 (B minor, Pop-Rock)",MasterTheGuitar.net,Rock,B-,0,Pop-Rock,75,7
65b97de3-ec41-472f-90b8-b27afe679319,"#82 (F# minor, Pop-Rock)",MasterTheGuitar.net,Rock,F#-,0,Pop-Rock,75,7
e5aaa447-db36-4655-86a7-e92c7b5d7cd8,"#83 (A minor, Pop-Rock)",MasterTheGuitar.net,Rock,A-,0,Pop-Rock,70,7
6d40087f-db8f-4b8d-a77e-a3363f081069,"#84 (B minor, Pop-Rock)",MasterTheGuitar.net,Rock,B-,0,Pop-Rock,40,7
17ff01db-a7e7-4610-ae53-f810fbe4e9a2,"#85 (Danny Boy) (A major, Pop-Country)",MasterTheGuitar.net,Rock,A,0,Pop-Country,40,16
d9b489f5-d206-4b6e-8a7d-27f0f3429d4f,"#88 (E major, Pop-Rock)",MasterTheGuitar.net,Rock,E,0,Pop-Rock,80,16
da761673-2789-4bc9-ae2c-d7de98d106f5,"#89 (A major, Pop-Rock)",MasterTheGuitar.net,Rock,A,0,Pop-Rock,70,16
67598dec-58fa-42b5-921c-33b6893dc94a,"#90 (E major, Pop-Rock)",MasterTheGuitar.net,Rock,E,0,Pop-Rock,90,16
f4947f1c-c6e2-4c5a-9657-b109572eb297,"#92 [F# (Gb) major, Pop-Rock]",MasterTheGuitar.net,Rock,Gb,0,Pop-Rock,70,16
7b20fece-3729-4a67-9349-49555341f2f3,"#93 [F# (Gb) major, Pop-Rock]",MasterTheGuitar.net,Rock,Gb,0,Pop-Rock,70,16
1e4fc578-cf55-46a7-805a-d28c81b9ffc2,"#95 [B major, Pop-Rock]",MasterTheGuitar.net,Rock,B,0,Pop-Rock,70,16
4e9814d2-8074-4442-8f02-6fbec6493c25,"#96 [B major, Pop-Rock]",MasterTheGuitar.net,Rock,B,0,Pop-Rock,70,16
8eca3dba-c19d-4bbb-a837-493a4d0025d1,"#97 [F# (Gb) major, Pop-Rock]",MasterTheGuitar.net,Rock,Gb,0,Pop-Rock,70,16
d0f234a2-764d-483d-a0af-f18a16597b15,"#98 [F# (Gb) major, Pop-Rock]",MasterTheGuitar.net,Rock,Gb,0,Pop-Rock,75,16
5e0a6010-b87f-429c-a97b-8e20faf6007c,"#99 [F# (Gb) major, Pop-Rock]",MasterTheGuitar.net,Rock,Gb,0,Pop-Rock,170,16
53df0d2a-3a5d-4898-a3ac-c8d7c523ac7f,"#72 (A minor, Pop-Rock)",MasterTheGuitar.net,Rock,A-,0,Pop-Rock,90,7
512abd1b-4cbc-4d76-9bdc-9474629352fa,'O Ssaje Comme Fa 'O Core,Pino Daniele,Bossa Nova,A,0,Jazz-Bossa Nova,140,3
779f8957-069d-4eac-bc09-c5354df437e6,'S Wonderful 1,"George Gershwin, Ira Gershwin (1927)",Medium Swing,Eb,0,Jazz-Medium Swing,140,3
e9e4c040-445b-4e0e-9fb8-e77d22b13d60,'S Wonderful 1,"George Gershwin, Ira Gershwin (1927)",Medium Swing,Eb,0,Jazz-Medium Swing,140,3
c3fb5013-2366-480e-9e02-4baa2c20c742,'tits yeux noirs,Unknown Composer,Medium Swing,G,0,Pop-Bluegrass,127,13
c1996b98-9033-40d0-875d-39b44ec61b64,'S Wonderful,"George Gershwin, Ira Gershwin (1927)",Medium Swing,Eb,0,Jazz-Medium Swing,170,8
9eb5c4ad-9c3d-49d6-9950-e8e11c2bf8e7,'Tain't No Sin To Take Off Your Skin,"Walter Donaldson, Edgar Leslie (1929)",Medium Swing,Eb,0,,0,0
